Citation,Year,Indicator,Journal
J Clin Epidemiol. 2009 Dec;62(12):1332-5. doi: 10.1016/j.jclinepi.2009.01.017. Epub 2009 May 26.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Sep;52(9):903-4.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Mar;83:101-107. doi: 10.1016/j.jclinepi.2016.12.018. Epub 2017 Jan 23.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Oct;56(10):925-36. doi: 10.1016/s0895-4356(03)00122-7.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):666-74. doi: 10.1016/j.jclinepi.2012.12.010. Epub 2013 Mar 13.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Dec;152:151-163. doi: 10.1016/j.jclinepi.2022.09.016. Epub 2022 Oct 1.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1992 May;45(5):439-47. doi: 10.1016/0895-4356(92)90093-3.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Apr;53(4):335-42. doi: 10.1016/s0895-4356(99)00185-7.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Mar;95:63-72. doi: 10.1016/j.jclinepi.2017.11.016. Epub 2017 Nov 28.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jul;68(7):803-10. doi: 10.1016/j.jclinepi.2015.01.027. Epub 2015 Feb 13.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Sep;113:58-63. doi: 10.1016/j.jclinepi.2019.05.015. Epub 2019 May 23.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Feb;118:55-59. doi: 10.1016/j.jclinepi.2019.09.019. Epub 2019 Nov 7.,2020,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Oct;47(10):1109-18. doi: 10.1016/0895-4356(94)90097-3.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Feb;46(2):199-201. doi: 10.1016/0895-4356(93)90058-9.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2013 May;66(5):575-81. doi: 10.1016/j.jclinepi.2012.12.002. Epub 2013 Feb 4.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2017 May;85:14-16. doi: 10.1016/j.jclinepi.2017.03.005. Epub 2017 Mar 22.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Aug;45(8):849-60. doi: 10.1016/0895-4356(92)90068-x.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:10-18. doi: 10.1016/j.jclinepi.2021.10.017. Epub 2021 Oct 27.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Feb;64(2):145-53. doi: 10.1016/j.jclinepi.2010.02.017. Epub 2010 Jul 6.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Oct;52(10):943-51. doi: 10.1016/s0895-4356(99)00086-4.,1999,1,J Clin Epidemiol
J Clin Epidemiol. 1998 Jun;51(6):467-72. doi: 10.1016/s0895-4356(98)00025-0.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Sep;45(9):985-98. doi: 10.1016/0895-4356(92)90114-3.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:86-96. doi: 10.1016/j.jclinepi.2022.02.001. Epub 2022 Feb 16.,2022,1,J Clin Epidemiol
J Clin Epidemiol. 2017 Dec;92:38-46. doi: 10.1016/j.jclinepi.2017.09.004. Epub 2017 Sep 14.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2017 May;85:3-11. doi: 10.1016/j.jclinepi.2017.03.007. Epub 2017 Mar 21.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:188-196. doi: 10.1016/j.jclinepi.2022.12.025. Epub 2022 Dec 27.,2023,1,J Clin Epidemiol
J Clin Epidemiol. 2007 Feb;60(2):133-41. doi: 10.1016/j.jclinepi.2006.05.012. Epub 2006 Sep 28.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Aug;66(8):826-37. doi: 10.1016/j.jclinepi.2013.03.011.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Apr;72:27-32. doi: 10.1016/j.jclinepi.2015.10.015. Epub 2015 Nov 10.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jun;98:33-40. doi: 10.1016/j.jclinepi.2018.01.010. Epub 2018 Feb 13.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jun;98:154-157. doi: 10.1016/j.jclinepi.2017.11.014. Epub 2017 Nov 26.,2018,1,J Clin Epidemiol
J Clin Epidemiol. 2016 Sep;77:60-67. doi: 10.1016/j.jclinepi.2016.04.013. Epub 2016 May 20.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2009 May;62(5):506-10. doi: 10.1016/j.jclinepi.2008.10.016.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jan;93:25-35. doi: 10.1016/j.jclinepi.2017.10.006. Epub 2017 Oct 16.,2018,1,J Clin Epidemiol
J Clin Epidemiol. 2013 Feb;66(2):226-35. doi: 10.1016/j.jclinepi.2012.10.003.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Dec;46(12):1417-32. doi: 10.1016/0895-4356(93)90142-n.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2003 May;56(5):421-32. doi: 10.1016/s0895-4356(02)00610-8.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Dec;116:1-8. doi: 10.1016/j.jclinepi.2019.07.016. Epub 2019 Jul 30.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2008 May;61(5):435-9. doi: 10.1016/j.jclinepi.2007.10.018.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jan;153:13-25. doi: 10.1016/j.jclinepi.2022.11.003. Epub 2022 Nov 6.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Aug 30;162:169-181. doi: 10.1016/j.jclinepi.2023.08.017. Online ahead of print.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:53-65. doi: 10.1016/j.jclinepi.2023.02.009. Epub 2023 Feb 9.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Sep;89:92-97. doi: 10.1016/j.jclinepi.2017.03.014. Epub 2017 Mar 29.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jun;74:73-9. doi: 10.1016/j.jclinepi.2016.01.003. Epub 2016 Jan 11.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Nov;79:41-45. doi: 10.1016/j.jclinepi.2016.03.024. Epub 2016 Apr 11.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jun;60(6):540-6. doi: 10.1016/j.jclinepi.2006.10.008. Epub 2007 Jan 18.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Feb;51(2):107-18. doi: 10.1016/s0895-4356(97)00246-1.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Feb;65(2):147-54. doi: 10.1016/j.jclinepi.2011.06.005. Epub 2011 Sep 1.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jun;110:90-95. doi: 10.1016/j.jclinepi.2019.01.008. Epub 2019 Jan 30.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jul;59(7):697-703. doi: 10.1016/j.jclinepi.2005.11.010. Epub 2006 Mar 15.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Apr;57(4):325-9. doi: 10.1016/j.jclinepi.2003.07.014.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Apr;68(4):452-9. doi: 10.1016/j.jclinepi.2014.09.019. Epub 2014 Nov 1.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2007 May;60(5):456-60. doi: 10.1016/j.jclinepi.2006.09.001. Epub 2006 Dec 11.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Nov;63(11):1249-55. doi: 10.1016/j.jclinepi.2009.08.029. Epub 2010 Apr 18.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Sep;56(9):867-73. doi: 10.1016/s0895-4356(03)00061-1.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Nov;47(11):1287-96. doi: 10.1016/0895-4356(94)90134-1.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Jul;65(7):793-7. doi: 10.1016/j.jclinepi.2011.11.010. Epub 2012 Feb 4.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Apr;68(4):442-51. doi: 10.1016/j.jclinepi.2014.11.018. Epub 2014 Dec 17.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2002 May;55(5):505-11. doi: 10.1016/s0895-4356(01)00515-7.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Feb;130:125-134. doi: 10.1016/j.jclinepi.2020.10.017. Epub 2020 Oct 29.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Jul;51(7):533-5. doi: 10.1016/s0895-4356(98)00030-4.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Apr;67(4):410-5. doi: 10.1016/j.jclinepi.2013.11.003. Epub 2014 Feb 5.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Dec;67(12):1353-7. doi: 10.1016/j.jclinepi.2014.06.011. Epub 2014 Jul 30.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jul;123:27-38. doi: 10.1016/j.jclinepi.2019.10.016. Epub 2020 Mar 23.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Nov;67(11):1192-9. doi: 10.1016/j.jclinepi.2014.05.008. Epub 2014 Jul 2.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2017 May;85:17-20. doi: 10.1016/j.jclinepi.2017.02.011. Epub 2017 Mar 22.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Oct;48(10):1251-9. doi: 10.1016/0895-4356(95)00021-u.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jan;105:50-59. doi: 10.1016/j.jclinepi.2018.09.003. Epub 2018 Sep 18.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Mar;119:1-6. doi: 10.1016/j.jclinepi.2019.11.005. Epub 2019 Nov 9.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:11-24. doi: 10.1016/j.jclinepi.2017.05.008. Epub 2017 May 24.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Dec;67(12):1302-8. doi: 10.1016/j.jclinepi.2014.08.008. Epub 2014 Oct 1.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jul;64(7):718-42. doi: 10.1016/j.jclinepi.2010.09.013. Epub 2011 Jan 8.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jun;64(6):608-18. doi: 10.1016/j.jclinepi.2010.08.002. Epub 2010 Dec 13.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Jul;53(7):762-72. doi: 10.1016/s0895-4356(00)00194-3.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Dec;152:140-150. doi: 10.1016/j.jclinepi.2022.09.001. Epub 2022 Sep 21.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Aug;66(8):896-902. doi: 10.1016/j.jclinepi.2013.03.005.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Feb;53(2):207-16. doi: 10.1016/s0895-4356(99)00161-4.,2000,1,J Clin Epidemiol
J Clin Epidemiol. 2016 Feb;70:233-45. doi: 10.1016/j.jclinepi.2015.08.002. Epub 2015 Aug 28.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Mar;65(3):247-52. doi: 10.1016/j.jclinepi.2011.08.003. Epub 2011 Nov 8.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep 22;163:37-50. doi: 10.1016/j.jclinepi.2023.09.007. Online ahead of print.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1083-8. doi: 10.1016/s0895-4356(99)00090-6.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jun;158:134-140. doi: 10.1016/j.jclinepi.2023.03.028. Epub 2023 Apr 5.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1995 May;48(5):587-98. doi: 10.1016/0895-4356(94)00166-n.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Oct;59(10):1087-91. doi: 10.1016/j.jclinepi.2006.01.014. Epub 2006 Jul 11.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jan;64(1):32-40. doi: 10.1016/j.jclinepi.2010.02.022.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2006 May;59(5):457-64. doi: 10.1016/j.jclinepi.2005.11.008. Epub 2006 Mar 14.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Dec;80:57-67. doi: 10.1016/j.jclinepi.2016.07.012. Epub 2016 Jul 30.,2016,1,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1055-62. doi: 10.1016/s0895-4356(99)00089-x.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Apr;72:33-44. doi: 10.1016/j.jclinepi.2015.10.003. Epub 2015 Oct 16.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Oct;126:131-140. doi: 10.1016/j.jclinepi.2020.06.027. Epub 2020 Jun 26.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jan;59(1):77-81. doi: 10.1016/j.jclinepi.2005.07.007. Epub 2005 Oct 13.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Nov;46(11):1249-56. doi: 10.1016/0895-4356(93)90089-j.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jun;98:16-23. doi: 10.1016/j.jclinepi.2018.02.007. Epub 2018 Feb 9.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Oct;90:6-10. doi: 10.1016/j.jclinepi.2017.06.011. Epub 2017 Jul 15.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Nov;67(11):1210-21. doi: 10.1016/j.jclinepi.2014.08.001. Epub 2014 Sep 10.,2014,1,J Clin Epidemiol
J Clin Epidemiol. 2017 Jan;81:13-21. doi: 10.1016/j.jclinepi.2016.08.005. Epub 2016 Aug 24.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2005 May;58(5):436-43. doi: 10.1016/j.jclinepi.2004.08.016.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Jun;53(6):549-53. doi: 10.1016/s0895-4356(99)00225-5.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Jan;62(1):74-80. doi: 10.1016/j.jclinepi.2008.02.015. Epub 2008 Jul 16.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):633-8. doi: 10.1016/j.jclinepi.2013.01.008. Epub 2013 Mar 16.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Mar;83:18-23. doi: 10.1016/j.jclinepi.2016.12.010. Epub 2017 Jan 4.,2017,1,J Clin Epidemiol
J Clin Epidemiol. 2006 May;59(5):521-4. doi: 10.1016/j.jclinepi.2005.10.009. Epub 2006 Mar 15.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Mar;54(3):217-24. doi: 10.1016/s0895-4356(00)00305-x.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Oct;102:115-122. doi: 10.1016/j.jclinepi.2018.06.010. Epub 2018 Jun 30.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:90-98. doi: 10.1016/j.jclinepi.2021.09.009. Epub 2021 Sep 11.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 May;65(5):467-73. doi: 10.1016/j.jclinepi.2011.09.007. Epub 2011 Dec 31.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Oct;68(10):1232-40. doi: 10.1016/j.jclinepi.2015.04.003. Epub 2015 Apr 8.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Feb;60(2):118-23. doi: 10.1016/j.jclinepi.2006.03.015. Epub 2006 Nov 13.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2008 May;61(5):422-34. doi: 10.1016/j.jclinepi.2007.10.017.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jun;58(6):550-9. doi: 10.1016/j.jclinepi.2004.10.016. Epub 2005 Apr 19.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Nov;127:40-48. doi: 10.1016/j.jclinepi.2020.05.035. Epub 2020 Jun 12.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Dec;128:148-156. doi: 10.1016/j.jclinepi.2020.09.035. Epub 2020 Sep 28.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Apr;132:46-50. doi: 10.1016/j.jclinepi.2020.12.010. Epub 2020 Dec 14.,2021,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1997 May;50(5):529-40. doi: 10.1016/s0895-4356(97)00047-4.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jun;98:53-61. doi: 10.1016/j.jclinepi.2018.02.011. Epub 2018 Feb 21.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Sep;89:43-52. doi: 10.1016/j.jclinepi.2017.02.015. Epub 2017 Mar 27.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Dec;65(12):1267-73. doi: 10.1016/j.jclinepi.2012.06.015. Epub 2012 Sep 6.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Aug;68(8):920-7. doi: 10.1016/j.jclinepi.2015.03.005. Epub 2015 Mar 21.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Jul;46(7):625-30. doi: 10.1016/0895-4356(93)90035-y.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Oct;78:34-42. doi: 10.1016/j.jclinepi.2016.03.012. Epub 2016 Mar 29.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Aug;112:1-11. doi: 10.1016/j.jclinepi.2019.04.003. Epub 2019 Apr 16.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Jun;134:65-78. doi: 10.1016/j.jclinepi.2021.01.020. Epub 2021 Feb 2.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:105-112. doi: 10.1016/j.jclinepi.2023.02.023. Epub 2023 Mar 2.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Jul;45(7):743-60. doi: 10.1016/0895-4356(92)90052-o.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Nov;51(11):1087-94. doi: 10.1016/s0895-4356(98)00100-0.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Jan;56(1):10-6. doi: 10.1016/s0895-4356(02)00567-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Apr;65(4):358-67. doi: 10.1016/j.jclinepi.2011.10.012.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jun;74:66-72. doi: 10.1016/j.jclinepi.2015.10.018. Epub 2015 Nov 12.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Apr;63(4):355-69. doi: 10.1016/j.jclinepi.2009.06.003. Epub 2009 Aug 27.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jan;52(1):19-26. doi: 10.1016/s0895-4356(98)00138-3.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2020 May;121:101-108. doi: 10.1016/j.jclinepi.2020.02.003. Epub 2020 Feb 22.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Sep;50(9):997-1002. doi: 10.1016/s0895-4356(97)00148-0.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:25-38. doi: 10.1016/j.jclinepi.2016.12.012. Epub 2017 Jan 17.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2010 May;63(5):575-84. doi: 10.1016/j.jclinepi.2009.07.012.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Aug;65(8):835-45. doi: 10.1016/j.jclinepi.2012.01.019.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Feb;49(2):135-40. doi: 10.1016/0895-4356(95)00556-0.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Jan;62(1):22-8. doi: 10.1016/j.jclinepi.2008.02.011. Epub 2008 Jul 10.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Dec;92:58-68. doi: 10.1016/j.jclinepi.2017.08.004. Epub 2017 Aug 31.,2017,1,J Clin Epidemiol
J Clin Epidemiol. 2021 Dec;140:149-158. doi: 10.1016/j.jclinepi.2021.09.008. Epub 2021 Sep 11.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Dec;152:13-22. doi: 10.1016/j.jclinepi.2022.09.007. Epub 2022 Sep 21.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Feb;61(2):102-9. doi: 10.1016/j.jclinepi.2007.03.012. Epub 2007 Aug 3.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Jun;50(6):645-58. doi: 10.1016/s0895-4356(97)00020-6.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Sep;63(9):960-9. doi: 10.1016/j.jclinepi.2009.09.006. Epub 2009 Dec 7.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Apr;72:84-9. doi: 10.1016/j.jclinepi.2015.10.017. Epub 2015 Nov 18.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Jan;65(1):90-9. doi: 10.1016/j.jclinepi.2011.04.011. Epub 2011 Aug 9.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 May;64(5):463-70. doi: 10.1016/j.jclinepi.2010.06.008. Epub 2010 Dec 15.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2002 May;55(5):505-11. doi: 10.1016/s0895-4356(01)00515-7.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Mar;55(3):285-95. doi: 10.1016/s0895-4356(01)00477-2.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Jan;55(1):77-85. doi: 10.1016/s0895-4356(01)00422-x.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Jan;55(1):1-4. doi: 10.1016/s0895-4356(01)00428-0.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Dec;54 Suppl 1(Suppl 1):S44-52. doi: 10.1016/s0895-4356(01)00446-2.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Sep;54(9):863-8. doi: 10.1016/s0895-4356(01)00354-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Jul;54(7):651-4. doi: 10.1016/s0895-4356(00)00360-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2001 May;54(5):433-9. doi: 10.1016/s0895-4356(00)00374-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2000 May;53(5):541-8. doi: 10.1016/s0895-4356(99)00153-5.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Apr;53(4):367-75. doi: 10.1016/s0895-4356(99)00179-1.,2000,1,J Clin Epidemiol
J Clin Epidemiol. 2000 Mar 1;53(3):323-30. doi: 10.1016/s0895-4356(99)00165-1.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Feb;53(2):113-24. doi: 10.1016/s0895-4356(99)00133-x.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Jan;53(1):29-38. doi: 10.1016/s0895-4356(99)00078-5.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1083-8. doi: 10.1016/s0895-4356(99)00090-6.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1063-71. doi: 10.1016/s0895-4356(99)00094-3.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1037-46. doi: 10.1016/s0895-4356(99)00088-8.,1999,0,J Clin Epidemiol
